company_id,type,rule_id,text,confidence_pct
IOC,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,85
IOC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82
IOC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75
IOC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70
IOC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,70
IRCTC,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
IRCTC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
IRCTC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
IRCTC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,84
IRCTC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,83
IRCTC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81
IRCTC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,79
IRCTC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,79
IRCTC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73
IRFC,con,CON_01,Debt-to-equity ratio of 8.38 is elevated for a non-financial company and warrants monitoring,100
IRFC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
IRFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,79
IRFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,74
IRFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
IRFC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75
IRFC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,74
IRFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74
IRFC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,73
IRFC,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,71
ITC,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
ITC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
ITC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
ITC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
ITC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,78
ITC,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,72
ITC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72
JINDALSTEL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,85
JINDALSTEL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,74
JINDALSTEL,pro,PRO_FALLBACK,Financial profile shows at least one positive business-quality signal based on the available financial data,61
JIOFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86
JIOFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
JIOFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
JIOFIN,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
JIOFIN,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,71
JSWENERGY,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,73
JSWENERGY,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,70
JSWENERGY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,92
JSWENERGY,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,86
JSWENERGY,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75
JSWENERGY,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70
JSWSTEEL,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
JSWSTEEL,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
KOTAKBANK,con,CON_01,Debt-to-equity ratio of 4.00 is elevated for a non-financial company and warrants monitoring,100
KOTAKBANK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,94
KOTAKBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,75
KOTAKBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,74
KOTAKBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
KOTAKBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
KOTAKBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,77
KOTAKBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74
KOTAKBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70
LICI,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
LICI,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
LICI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
LICI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100
LICI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,99
LICI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
LICI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
LICI,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,72
LODHA,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,78
LODHA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72
LODHA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,71
LT,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85
LT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
LTIM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85
LTIM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,92
LTIM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
LTIM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
LTIM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,75
LTIM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,73
LTIM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,72
M&M,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
M&M,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,79
M&M,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,71
MARUTI,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
MARUTI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
MARUTI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
MARUTI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71
MOTHERSON,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
MOTHERSON,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
MOTHERSON,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,70
NAUKRI,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,83
NAUKRI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,89
NAUKRI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,73
NAUKRI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72
NESTLEIND,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
NESTLEIND,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
NESTLEIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
NESTLEIND,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
NESTLEIND,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,72
NESTLEIND,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70
NESTLEIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
NHPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,94
NHPC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,85
NHPC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75
NHPC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,74
NHPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95
NHPC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
NHPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76
NHPC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,71
NTPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,72
NTPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,74
ONGC,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
ONGC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
ONGC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74
ONGC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,71
PFC,con,CON_01,Debt-to-equity ratio of 8.52 is elevated for a non-financial company and warrants monitoring,100
PFC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
PFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,88
PFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
PFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
PFC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,76
PFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
PIDILITIND,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
PIDILITIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
PIDILITIND,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
PIDILITIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72
PNB,con,CON_01,Debt-to-equity ratio of 3.68 is elevated for a non-financial company and warrants monitoring,100
PNB,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,96
PNB,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
PNB,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,87
PNB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
PNB,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
POWERGRID,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
POWERGRID,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
POWERGRID,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
POWERGRID,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74
POWERGRID,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,71
RECLTD,con,CON_01,Debt-to-equity ratio of 6.42 is elevated for a non-financial company and warrants monitoring,100
RECLTD,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
RECLTD,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
RECLTD,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
RECLTD,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76
RECLTD,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75
RELIANCE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,71
RELIANCE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
RELIANCE,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,72
SBILIFE,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
SBILIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
SBILIFE,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
SBILIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,79
SBIN,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
SBIN,pro,PRO_FALLBACK,Financial profile shows at least one positive business-quality signal based on the available financial data,61
SHREECEM,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
SHREECEM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
SHREECEM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,71
SHREECEM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71
SHRIRAMFIN,con,CON_01,Debt-to-equity ratio of 3.99 is elevated for a non-financial company and warrants monitoring,100
SHRIRAMFIN,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
SHRIRAMFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
SHRIRAMFIN,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,86
SHRIRAMFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
SHRIRAMFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,74
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,74
SHRIRAMFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,73
SIEMENS,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
SIEMENS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
SIEMENS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
SIEMENS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,79
SIEMENS,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75
SIEMENS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,72
SUNPHARMA,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
SUNPHARMA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
SUNPHARMA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
SUNPHARMA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84
SUNPHARMA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,84
SUNPHARMA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,75
SUNPHARMA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,72
SUNPHARMA,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,72
TATACONSUM,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
TATACONSUM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TATACONSUM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
TATACONSUM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76
TATACONSUM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,72
TATACONSUM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
TATAMOTORS,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
TATAMOTORS,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
TATAMOTORS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,72
TATAPOWER,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
TATAPOWER,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
TATASTEEL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,85
TATASTEEL,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,76
TATASTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TCS,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
TCS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
TCS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
TCS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TCS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TCS,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,72
TECHM,con,CON_07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",95
TECHM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TECHM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,74
TITAN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,85
TITAN,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,72
TITAN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,87
TITAN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TITAN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,76
TITAN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75
TITAN,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,71
TITAN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70
TORNTPHARM,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
TORNTPHARM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,94
TORNTPHARM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TORNTPHARM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
TORNTPHARM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,81
TORNTPHARM,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,76
TRENT,con,CON_FALLBACK,Financial profile has at least one area requiring monitoring based on the available financial data,61
TRENT,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
TRENT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
TRENT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100
TRENT,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,91
TRENT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TRENT,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,71
TVSMOTOR,con,CON_01,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,100
TVSMOTOR,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
TVSMOTOR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TVSMOTOR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
TVSMOTOR,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74
